,index,origin,"country Code, national number",E164 format
338,13362,+66 (704) 702-8088,Country Code: 66 National Number: 7047028088,+667047028088
339,13363,+359 (937) 465-3901,Country Code: 359 National Number: 9374653901,+3599374653901
340,13364,+228 (567) 353-4357,Country Code: 228 National Number: 5673534357,+2285673534357
341,13365,+62 (494) 674-6807,Country Code: 62 National Number: 4946746807,+624946746807
342,13366,+352 (583) 233-0028,Country Code: 352 National Number: 5832330028,+3525832330028
343,13367,+1 (212) 179-5025,Country Code: 1 National Number: 2121795025,+12121795025
344,13368,+380 (514) 864-2651,Country Code: 380 National Number: 5148642651,+3805148642651
345,13369,+963 (609) 533-5707,Country Code: 963 National Number: 6095335707,+9636095335707
346,13370,+86 (357) 631-0996,Country Code: 86 National Number: 3576310996,+863576310996
347,13371,+86 (978) 114-3054,Country Code: 86 National Number: 9781143054,+869781143054
348,13372,+261 (504) 174-8721,Country Code: 261 National Number: 5041748721,+2615041748721
349,13373,+358 (142) 159-2265,Country Code: 358 National Number: 1421592265,+3581421592265
350,13374,+63 (894) 330-7498,Country Code: 63 National Number: 8943307498,+638943307498
351,13375,+970 (595) 594-4606,Country Code: 970 National Number: 5955944606,+9705955944606
352,13377,+677 (823) 789-1559,Country Code: 677 National Number: 8237891559,+6778237891559
353,13378,+86 (417) 176-4556,Country Code: 86 National Number: 4171764556,+864171764556
354,13379,+63 (897) 599-5642,Country Code: 63 National Number: 8975995642,+638975995642
355,13380,+358 (317) 936-1552,Country Code: 358 National Number: 3179361552,+3583179361552
356,13381,+7 (743) 396-3093,Country Code: 7 National Number: 7433963093,+77433963093
357,13383,+86 (164) 144-1826,Country Code: 86 National Number: 1641441826,+861641441826
358,13384,+380 (192) 613-4477,Country Code: 380 National Number: 1926134477,+3801926134477
359,13385,+62 (678) 582-8849,Country Code: 62 National Number: 6785828849,+626785828849
360,13386,+86 (773) 101-6750,Country Code: 86 National Number: 7731016750,+867731016750
361,13387,+86 (298) 378-5599,Country Code: 86 National Number: 2983785599,+862983785599
362,13388,+374 (845) 770-7046,Country Code: 374 National Number: 8457707046,+3748457707046
363,13389,+992 (498) 858-3253,Country Code: 992 National Number: 4988583253,+9924988583253
364,13390,+86 (890) 557-5396,Country Code: 86 National Number: 8905575396,+868905575396
365,13391,+86 (264) 959-5907,Country Code: 86 National Number: 2649595907,+862649595907
366,13394,+33 (868) 405-3315,Country Code: 33 National Number: 8684053315,+338684053315
367,13395,+86 (534) 860-6710,Country Code: 86 National Number: 5348606710,+865348606710
368,13396,+230 (793) 531-5127,Country Code: 230 National Number: 7935315127,+2307935315127
369,13397,+62 (182) 266-0156,Country Code: 62 National Number: 1822660156,+621822660156
370,13398,+48 (662) 399-1048,Country Code: 48 National Number: 6623991048,+486623991048
371,13399,+62 (235) 194-5266,Country Code: 62 National Number: 2351945266,+622351945266
372,13400,+33 (726) 800-4252,Country Code: 33 National Number: 7268004252,+337268004252
373,13401,+63 (300) 910-6189,Country Code: 63 National Number: 3009106189,+633009106189
374,13402,+7 (843) 668-5196,Country Code: 7 National Number: 8436685196,+78436685196
375,13403,+62 (207) 741-3384,Country Code: 62 National Number: 2077413384,+622077413384
376,13404,+55 (998) 427-7498,Country Code: 55 National Number: 9984277498,+559984277498
377,13405,+55 (927) 570-0265,Country Code: 55 National Number: 9275700265,+559275700265
378,13406,+420 (645) 325-7385,Country Code: 420 National Number: 6453257385,+4206453257385
379,13407,+81 (139) 561-4839,Country Code: 81 National Number: 1395614839,+811395614839
380,13408,+62 (239) 458-8565,Country Code: 62 National Number: 2394588565,+622394588565
381,13409,+86 (575) 602-4752,Country Code: 86 National Number: 5756024752,+865756024752
382,13410,+51 (153) 834-2452,Country Code: 51 National Number: 1538342452,+511538342452
383,13411,+33 (978) 292-2903,Country Code: 33 National Number: 9782922903,+339782922903
384,13412,+95 (673) 803-1998,Country Code: 95 National Number: 6738031998,+956738031998
385,13413,+86 (205) 441-2732,Country Code: 86 National Number: 2054412732,+862054412732
386,13414,+62 (699) 525-2163,Country Code: 62 National Number: 6995252163,+626995252163
387,13415,+48 (557) 849-1236,Country Code: 48 National Number: 5578491236,+485578491236
388,13416,+86 (963) 782-6811,Country Code: 86 National Number: 9637826811,+869637826811
389,13417,+48 (922) 634-6099,Country Code: 48 National Number: 9226346099,+489226346099
390,13418,+55 (949) 279-0332,Country Code: 55 National Number: 9492790332,+559492790332
391,13419,+86 (456) 879-4464,Country Code: 86 National Number: 4568794464,+864568794464
392,13420,+62 (970) 928-2425,Country Code: 62 National Number: 9709282425,+629709282425
393,13421,+63 (425) 646-6899,Country Code: 63 National Number: 4256466899,+634256466899
394,13422,+55 (952) 774-3615,Country Code: 55 National Number: 9527743615,+559527743615
395,13423,+62 (875) 658-0659,Country Code: 62 National Number: 8756580659,+628756580659
396,13424,+86 (902) 605-8641,Country Code: 86 National Number: 9026058641,+869026058641
397,13425,+7 (961) 873-8553,Country Code: 7 National Number: 9618738553,+79618738553
398,13426,+54 (500) 947-7760,Country Code: 54 National Number: 5009477760,+545009477760
399,13427,+81 (799) 384-0147,Country Code: 81 National Number: 7993840147,+817993840147
400,13428,+1 (763) 422-4946,Country Code: 1 National Number: 7634224946,+17634224946
401,13429,+61 (729) 108-8452,Country Code: 61 National Number: 7291088452,+617291088452
402,13430,+970 (669) 536-2166,Country Code: 970 National Number: 6695362166,+9706695362166
403,13431,+63 (160) 442-2384,Country Code: 63 National Number: 1604422384,+631604422384
404,13432,+86 (105) 318-8426,Country Code: 86 National Number: 1053188426,+861053188426
405,13433,+81 (652) 619-8284,Country Code: 81 National Number: 6526198284,+816526198284
406,13434,+56 (721) 277-4428,Country Code: 56 National Number: 7212774428,+567212774428
407,13435,+86 (468) 463-9681,Country Code: 86 National Number: 4684639681,+864684639681
408,13436,+355 (858) 524-3822,Country Code: 355 National Number: 8585243822,+3558585243822
409,13437,+49 (389) 996-6837,Country Code: 49 National Number: 3899966837,+493899966837
410,13438,+86 (426) 375-0540,Country Code: 86 National Number: 4263750540,+864263750540
411,13439,+86 (569) 560-4349,Country Code: 86 National Number: 5695604349,+865695604349
412,13440,+86 (993) 888-8475,Country Code: 86 National Number: 9938888475,+869938888475
413,13441,+46 (498) 748-0605,Country Code: 46 National Number: 4987480605,+464987480605
414,13442,+86 (364) 775-4172,Country Code: 86 National Number: 3647754172,+863647754172
415,13443,+966 (313) 139-8194,Country Code: 966 National Number: 3131398194,+9663131398194
416,13444,+355 (420) 125-1497,Country Code: 355 National Number: 4201251497,+3554201251497
417,13445,+256 (963) 359-9317,Country Code: 256 National Number: 9633599317,+2569633599317
418,13447,+237 (705) 116-0400,Country Code: 237 National Number: 7051160400,+2377051160400
419,13448,+226 (587) 614-7669,Country Code: 226 National Number: 5876147669,+2265876147669
420,13449,+62 (868) 482-4889,Country Code: 62 National Number: 8684824889,+628684824889
421,13450,+255 (525) 879-1679,Country Code: 255 National Number: 5258791679,+2555258791679
422,13451,+86 (477) 322-2255,Country Code: 86 National Number: 4773222255,+864773222255
423,13452,+60 (944) 377-2102,Country Code: 60 National Number: 9443772102,+609443772102
424,13453,+86 (654) 862-0679,Country Code: 86 National Number: 6548620679,+866548620679
425,13454,+27 (406) 423-9395,Country Code: 27 National Number: 4064239395,+274064239395
426,13455,+86 (653) 498-2563,Country Code: 86 National Number: 6534982563,+866534982563
427,13456,+53 (880) 521-7096,Country Code: 53 National Number: 8805217096,+538805217096
428,13457,+86 (300) 984-1628,Country Code: 86 National Number: 3009841628,+863009841628
429,13458,+63 (859) 668-3161,Country Code: 63 National Number: 8596683161,+638596683161
430,13459,+359 (553) 187-6720,Country Code: 359 National Number: 5531876720,+3595531876720
431,13460,+63 (890) 305-8085,Country Code: 63 National Number: 8903058085,+638903058085
432,13461,+48 (940) 265-2795,Country Code: 48 National Number: 9402652795,+489402652795
433,13462,+503 (423) 996-8951,Country Code: 503 National Number: 4239968951,+5034239968951
434,13463,+86 (311) 133-5409,Country Code: 86 National Number: 3111335409,+863111335409
435,13464,+84 (740) 456-6595,Country Code: 84 National Number: 7404566595,+847404566595
436,13465,+92 (729) 863-6398,Country Code: 92 National Number: 7298636398,+927298636398
437,13466,+244 (546) 189-6854,Country Code: 244 National Number: 5461896854,+2445461896854
438,13467,+380 (145) 950-8079,Country Code: 380 National Number: 1459508079,+3801459508079
439,13468,+62 (365) 944-0501,Country Code: 62 National Number: 3659440501,+623659440501
440,13469,+63 (632) 481-9452,Country Code: 63 National Number: 6324819452,+636324819452
441,13470,+375 (551) 296-2194,Country Code: 375 National Number: 5512962194,+3755512962194
442,13471,+48 (661) 940-7169,Country Code: 48 National Number: 6619407169,+486619407169
443,13473,+358 (480) 848-8300,Country Code: 358 National Number: 4808488300,+3584808488300
444,13474,+373 (376) 988-6615,Country Code: 373 National Number: 3769886615,+3733769886615
445,13475,+420 (711) 742-3860,Country Code: 420 National Number: 7117423860,+4207117423860
446,13476,+386 (810) 453-2738,Country Code: 386 National Number: 8104532738,+3868104532738
447,13478,+7 (401) 752-8333,Country Code: 7 National Number: 4017528333,+74017528333
448,13479,+55 (608) 340-8283,Country Code: 55 National Number: 6083408283,+556083408283
449,13480,+509 (100) 315-7378,Country Code: 509 National Number: 1003157378,+5091003157378
450,13481,+98 (293) 557-6709,Country Code: 98 National Number: 2935576709,+982935576709
451,13482,+30 (612) 587-7594,Country Code: 30 National Number: 6125877594,+306125877594
452,13483,+1 (443) 220-9701,Country Code: 1 National Number: 4432209701,+14432209701
453,13484,+62 (297) 447-9765,Country Code: 62 National Number: 2974479765,+622974479765
454,13485,+55 (743) 796-8287,Country Code: 55 National Number: 7437968287,+557437968287
455,13486,+81 (835) 446-7865,Country Code: 81 National Number: 8354467865,+818354467865
456,13487,+62 (656) 829-5013,Country Code: 62 National Number: 6568295013,+626568295013
457,13488,+7 (923) 244-6780,Country Code: 7 National Number: 9232446780,+79232446780
458,13489,+261 (293) 909-5675,Country Code: 261 National Number: 2939095675,+2612939095675
459,13490,+62 (574) 394-4203,Country Code: 62 National Number: 5743944203,+625743944203
460,13491,+86 (427) 781-5326,Country Code: 86 National Number: 4277815326,+864277815326
461,13492,+86 (725) 678-2821,Country Code: 86 National Number: 7256782821,+867256782821
462,13493,+51 (858) 166-0292,Country Code: 51 National Number: 8581660292,+518581660292
463,13494,+63 (944) 383-2084,Country Code: 63 National Number: 9443832084,+639443832084
464,13495,+7 (271) 415-8905,Country Code: 7 National Number: 2714158905,+72714158905
465,13496,+45 (551) 265-3461,Country Code: 45 National Number: 5512653461,+455512653461
466,13497,+48 (968) 322-4665,Country Code: 48 National Number: 9683224665,+489683224665
467,13498,+86 (931) 472-5108,Country Code: 86 National Number: 9314725108,+869314725108
468,13499,+86 (416) 792-0192,Country Code: 86 National Number: 4167920192,+864167920192
469,13501,+234 (163) 328-5668,Country Code: 234 National Number: 1633285668,+2341633285668
470,13502,+7 (346) 682-4346,Country Code: 7 National Number: 3466824346,+73466824346
471,13503,+48 (298) 256-3565,Country Code: 48 National Number: 2982563565,+482982563565
472,13504,+598 (440) 932-5014,Country Code: 598 National Number: 4409325014,+5984409325014
473,13505,+62 (193) 994-7127,Country Code: 62 National Number: 1939947127,+621939947127
474,13507,+86 (193) 119-7732,Country Code: 86 National Number: 1931197732,+861931197732
475,13508,+54 (226) 481-3112,Country Code: 54 National Number: 2264813112,+542264813112
476,13509,+33 (974) 337-7725,Country Code: 33 National Number: 9743377725,+339743377725
477,13510,+62 (111) 434-0882,Country Code: 62 National Number: 1114340882,+621114340882
478,13511,+48 (857) 838-1961,Country Code: 48 National Number: 8578381961,+488578381961
479,13513,+58 (474) 835-8555,Country Code: 58 National Number: 4748358555,+584748358555
480,13514,+86 (583) 844-8508,Country Code: 86 National Number: 5838448508,+865838448508
481,13515,+358 (832) 721-5891,Country Code: 358 National Number: 8327215891,+3588327215891
482,13516,+46 (460) 742-2546,Country Code: 46 National Number: 4607422546,+464607422546
483,13517,+82 (356) 258-2421,Country Code: 82 National Number: 3562582421,+823562582421
484,13518,+7 (335) 175-7069,Country Code: 7 National Number: 3351757069,+73351757069
485,13519,+223 (835) 267-3083,Country Code: 223 National Number: 8352673083,+2238352673083
486,13520,+351 (868) 707-9717,Country Code: 351 National Number: 8687079717,+3518687079717
487,13521,+86 (377) 155-8757,Country Code: 86 National Number: 3771558757,+863771558757
488,13522,+86 (276) 769-4373,Country Code: 86 National Number: 2767694373,+862767694373
489,13523,+994 (266) 151-3076,Country Code: 994 National Number: 2661513076,+9942661513076
490,13524,+51 (337) 937-3514,Country Code: 51 National Number: 3379373514,+513379373514
491,13525,+965 (739) 268-8860,Country Code: 965 National Number: 7392688860,+9657392688860
492,13526,+86 (780) 241-0637,Country Code: 86 National Number: 7802410637,+867802410637
493,13527,+7 (156) 872-1155,Country Code: 7 National Number: 1568721155,+71568721155
494,13528,+380 (828) 349-5243,Country Code: 380 National Number: 8283495243,+3808283495243
495,13529,+55 (801) 454-9903,Country Code: 55 National Number: 8014549903,+558014549903
496,13530,+86 (766) 905-8034,Country Code: 86 National Number: 7669058034,+867669058034
497,13531,+54 (147) 366-8528,Country Code: 54 National Number: 1473668528,+541473668528
498,13532,+56 (493) 362-2685,Country Code: 56 National Number: 4933622685,+564933622685
499,13534,+86 (843) 145-2865,Country Code: 86 National Number: 8431452865,+868431452865
500,13536,+63 (205) 431-9686,Country Code: 63 National Number: 2054319686,+632054319686
501,13537,+46 (557) 938-3525,Country Code: 46 National Number: 5579383525,+465579383525
502,13538,+232 (672) 569-8924,Country Code: 232 National Number: 6725698924,+2326725698924
503,13539,+351 (762) 816-0662,Country Code: 351 National Number: 7628160662,+3517628160662
504,13540,+353 (581) 445-6599,Country Code: 353 National Number: 5814456599,+3535814456599
505,13541,+86 (903) 601-2678,Country Code: 86 National Number: 9036012678,+869036012678
506,13542,+375 (108) 462-7550,Country Code: 375 National Number: 1084627550,+3751084627550
507,13543,+850 (799) 561-2353,Country Code: 850 National Number: 7995612353,+8507995612353
508,13544,+86 (897) 393-8723,Country Code: 86 National Number: 8973938723,+868973938723
509,13545,+51 (790) 731-4591,Country Code: 51 National Number: 7907314591,+517907314591
